"ID","Ang","Mag","MW","MVAr","SETelemMag","SESigmaMag","SETelemMW","SESigmaMW","SETelemMVAr","SESigmaMVAr"
"1001",-22.741488,112.6401,-20.781,-5.888,false,0.1,true,1.0,true,1.0
"1002",-18.090168,116.472466,-15.414,-4.367,false,0.1,true,1.0,true,1.0
"1003",-17.094345,116.06798,0.0,0.0,false,0.1,false,0.0,false,0.0
"1004",-18.936815,233.0101,158.24928,-30.38,true,0.1,true,1.0,true,1.0
"1005",-16.032675,115.685135,0.0,0.0,false,0.1,false,0.0,false,0.0
"1006",-13.861052,13.799996,25.729883,-4.6130657,true,0.1,true,1.0,true,1.0
"1007",-18.469795,117.3057,-7.008,-1.986,false,0.1,true,1.0,true,1.0
"1008",-8.603019,117.224174,0.0,0.0,false,0.1,false,0.0,false,0.0
"1009",-5.3078246,13.928374,61.86971,-11.88,true,0.1,true,1.0,true,1.0
"1010",-16.79373,117.30751,0.0,0.0,false,0.1,false,0.0,false,0.0
"1011",-15.01145,22.446093,9.971966,0.0,false,0.1,true,1.0,true,1.0
"1012",-25.341053,115.710815,-2.985,-0.846,false,0.1,true,1.0,true,1.0
"1013",-15.4418335,115.65578,-29.225998,-8.28,false,0.1,true,1.0,true,1.0
"1014",-11.916006,116.42363,-2.22,-0.629,false,0.1,true,1.0,true,1.0
"1015",-18.216328,117.51598,-7.509,-2.128,false,0.1,true,1.0,true,1.0
"1016",-15.420607,117.053,-2.889,-0.81900007,false,0.1,true,1.0,true,1.0
"1017",-21.438278,112.89549,-18.345,-5.198,false,0.1,true,1.0,true,1.0
"1018",-20.22644,113.9845,-0.069,-0.02,false,0.1,true,1.0,true,1.0
"1019",-22.326172,114.94626,-61.776,-17.503,false,0.1,true,1.0,true,1.0
"1020",-15.211549,117.30551,0.0,0.0,false,0.1,false,0.0,false,0.0
"1021",-8.588462,13.799984,149.62933,-23.213673,true,0.1,true,1.0,true,1.0
"1022",-16.211535,116.431145,0.0,0.0,false,0.1,false,0.0,false,0.0
"1023",-7.3074102,13.938,134.99939,2.2428513,true,0.1,true,1.0,true,1.0
"1024",-19.209202,114.36817,-63.038998,-17.861,false,0.1,true,1.0,true,1.0
"1025",-14.144544,116.88831,0.0,0.0,false,0.1,false,0.0,false,0.0
"1026",-4.616709,13.799996,93.14958,-3.4973621,true,0.1,true,1.0,true,1.0
"1027",-25.866219,115.619194,-101.211,-28.677002,false,0.1,true,1.0,true,1.0
"1028",-17.72209,116.775246,-10.014001,-2.8370001,false,0.1,true,1.0,true,1.0
"1029",-24.89145,115.28149,-83.184,-23.569,false,0.1,true,1.0,true,1.0
"1030",-13.411242,116.412964,-24.626999,-6.978,false,0.1,true,1.0,true,1.0
"1031",-17.676155,116.406235,-9.246,-2.62,false,0.1,true,1.0,true,1.0
"1032",-12.275962,115.080734,0.0,0.0,false,0.1,false,0.0,false,0.0
"1033",-16.898525,233.8761,208.49907,-40.03,true,0.1,true,1.0,true,1.0
"1034",-14.2457075,115.58695,0.0,0.0,false,0.1,false,0.0,false,0.0
"1035",-10.95598,13.799996,67.499695,-7.5382233,true,0.1,true,1.0,true,1.0
"1036",-12.508833,114.729095,-13.596001,-3.8519998,false,0.1,true,1.0,true,1.0
"1037",-22.553993,112.07235,-102.237,-28.967,false,0.1,true,1.0,true,1.0
"1038",-7.64518,116.9098,0.0,0.0,false,0.1,false,0.0,false,0.0
"1039",-2.2617993,21.99998,110.6295,-16.700459,true,0.1,true,1.0,true,1.0
"1040",-20.486956,114.31387,-44.358,-12.568,false,0.1,true,1.0,true,1.0
"1041",-15.30865,115.14523,0.0,0.0,false,0.1,false,0.0,false,0.0
"1042",-15.308652,13.817429,0.0,0.0,false,0.1,false,0.0,false,0.0
"1043",-12.064364,13.8,44.099796,-0.76384544,true,0.1,true,1.0,true,1.0
"1044",-25.95445,115.782364,-14.682,-4.159,false,0.1,true,1.0,true,1.0
"1045",-24.458366,112.40913,-98.562,-27.926,false,0.1,true,1.0,true,1.0
"1046",-22.489029,117.042816,-11.085,-3.141,false,0.1,true,1.0,true,1.0
"1047",-13.355533,115.60612,0.0,0.0,false,0.1,false,0.0,false,0.0
"1048",-13.355533,18.094873,0.0,0.0,false,0.1,false,0.0,false,0.0
"1049",-13.355533,18.094872,0.0,0.0,false,0.1,false,0.0,false,0.0
"1050",-8.290372,17.999994,89.14969,-4.160118,true,0.1,true,1.0,true,1.0
"1051",-6.8130007,17.999998,89.14969,-2.896595,true,0.1,true,1.0,true,1.0
"1052",-9.1399145,17.999994,89.14969,-7.060337,true,0.1,true,1.0,true,1.0
"1053",-17.338598,234.01659,0.0,0.0,false,0.1,false,0.0,false,0.0
"1054",-22.33332,115.42416,-14.988,-4.2460003,false,0.1,true,1.0,true,1.0
"1055",-18.140478,115.16333,-3.978,-1.127,false,0.1,true,1.0,true,1.0
"1056",-21.868431,117.3039,0.0,0.0,false,0.1,false,0.0,false,0.0
"1057",-21.868431,18.360613,0.0,0.0,false,0.1,false,0.0,false,0.0
"1058",-11.219316,117.23668,-13.455,-3.813,false,0.1,true,1.0,true,1.0
"1059",-11.219315,22.427885,0.0,0.0,false,0.1,false,0.0,false,0.0
"1060",-11.219316,22.427885,0.0,0.0,false,0.1,false,0.0,false,0.0
"1061",-17.191563,115.784256,0.0,0.0,false,0.1,false,0.0,false,0.0
"1062",-17.191563,13.894109,0.0,0.0,false,0.1,false,0.0,false,0.0
"1063",-17.191563,13.894111,0.0,0.0,false,0.1,false,0.0,false,0.0
"1064",-24.161186,111.78923,-123.759,-35.065002,false,0.1,true,1.0,true,1.0
"1065",-15.111469,115.45075,0.0,0.0,false,0.1,false,0.0,false,0.0
"1066",-7.57622,13.8,106.87949,-0.5518913,true,0.1,true,1.0,true,1.0
"1067",-15.603975,114.94719,-101.55,-28.773,false,0.1,true,1.0,true,1.0
"1068",-16.387,113.51115,-59.403,-16.83,false,0.1,true,1.0,true,1.0
"1069",-8.7309,117.600815,0.0,0.0,false,0.1,false,0.0,false,0.0
"1070",-4.2272296,14.352016,120.37945,25.413418,true,0.1,true,1.0,true,1.0
"1071",-21.479702,113.512886,-91.464,-25.914999,false,0.1,true,1.0,true,1.0
"1072",-12.115971,18.18003,191.59334,30.769634,true,0.1,true,1.0,true,1.0
"1073",-5.688291,18.180033,191.59334,35.93917,true,0.1,true,1.0,true,1.0
"1074",-7.744196,18.180033,191.59334,32.64775,true,0.1,true,1.0,true,1.0
"1075",-10.511619,18.180033,191.59334,34.34019,true,0.1,true,1.0,true,1.0
"1076",-21.479702,17.767235,0.0,0.0,false,0.1,false,0.0,false,0.0
"1077",-21.479702,17.767235,0.0,0.0,false,0.1,false,0.0,false,0.0
"1078",-11.030787,18.180017,95.23267,18.136978,true,0.1,true,1.0,true,1.0
"1079",-38.582817,508.11725,95.23267,-10.6,true,0.1,true,1.0,true,1.0
"1080",-10.454751,18.18001,95.23267,14.883089,true,0.1,true,1.0,true,1.0
"1081",-18.692682,234.61502,0.0,0.0,false,0.1,false,0.0,false,0.0
