"ID","Ang","Mag","MW","MVAr","SETelemMag","SESigmaMag","SETelemMW","SESigmaMW","SETelemMVAr","SESigmaMVAr"
"1",8.153357,222.67802,0.0,0.0,false,0.1,false,0.0,false,0.0
"2",7.1563206,219.73138,0.0,0.0,false,0.1,false,0.0,false,0.0
"3",-4.3446627,215.09563,0.0,0.0,false,0.1,false,0.0,false,0.0
"4",4.799922,216.21931,0.0,0.0,false,0.1,false,0.0,false,0.0
"5",-0.8982309,218.32855,0.0,0.0,false,0.1,false,0.0,false,0.0
"6",2.3197365,393.68893,0.0,0.0,false,0.1,false,0.0,false,0.0
"7",-2.0139706,214.26944,0.0,0.0,false,0.1,false,0.0,false,0.0
"8",2.7966554,397.93036,0.0,0.0,false,0.1,false,0.0,false,0.0
"9",0.5289824,392.88843,0.0,0.0,false,0.1,false,0.0,false,0.0
"10",1.446451,220.00087,389.604,19.469833,true,0.1,true,1.0,true,1.0
"11",5.5981064,217.61975,0.0,0.0,false,0.1,false,0.0,false,0.0
"12",-2.5501926,213.13092,0.0,0.0,false,0.1,false,0.0,false,0.0
"13",-1.8114413,214.95822,0.0,0.0,false,0.1,false,0.0,false,0.0
"14",5.461934,216.18942,0.0,0.0,false,0.1,false,0.0,false,0.0
"15",-1.1889585,390.436,0.0,0.0,false,0.1,false,0.0,false,0.0
"16",8.626951,223.26419,673.352,-84.55067,true,0.1,true,1.0,true,1.0
"17",7.810544,220.7598,645.68463,-131.84967,true,0.1,true,1.0,true,1.0
"18",4.331521,400.02512,36.01393,381.36157,true,0.1,true,1.0,true,1.0
"19",-2.6385603,214.70744,0.0,0.0,false,0.1,false,0.0,false,0.0
"20",3.6290815,399.51685,0.0,0.0,false,0.1,false,0.0,false,0.0
"21",-2.4068236,214.25285,0.0,0.0,false,0.1,false,0.0,false,0.0
"22",4.4855785,215.6224,0.0,0.0,false,0.1,false,0.0,false,0.0
"23",2.1617928,219.52025,0.0,0.0,false,0.1,false,0.0,false,0.0
"24",2.8788295,222.56456,0.0,0.0,false,0.1,false,0.0,false,0.0
"25",4.3396487,222.1777,0.0,0.0,false,0.1,false,0.0,false,0.0
"26",0.21147184,216.81926,0.0,0.0,false,0.1,false,0.0,false,0.0
"27",3.3632112,219.53658,0.0,0.0,false,0.1,false,0.0,false,0.0
"28",3.3652008,219.53471,0.0,0.0,false,0.1,false,0.0,false,0.0
"29",4.953509,221.705,369.7014,-51.0,true,0.1,true,1.0,true,1.0
"30",4.9498034,221.69008,66.54047,-45.879555,true,0.1,true,1.0,true,1.0
"31",6.728178,397.28485,977.167,278.52173,true,0.1,true,1.0,true,1.0
"32",6.7060037,397.1687,0.0,0.0,false,0.1,false,0.0,false,0.0
"33",2.6967695,218.4779,0.0,0.0,false,0.1,false,0.0,false,0.0
"34",2.8610718,405.75467,0.0,0.0,false,0.1,false,0.0,false,0.0
"35",2.8548226,405.76144,0.0,0.0,false,0.1,false,0.0,false,0.0
"36",4.1017942,387.793,0.0,0.0,false,0.1,false,0.0,false,0.0
"37",2.1129596,218.12799,0.0,0.0,false,0.1,false,0.0,false,0.0
"38",2.1150432,218.12402,0.0,0.0,false,0.1,false,0.0,false,0.0
"39",5.5667768,395.86398,0.0,0.0,false,0.1,false,0.0,false,0.0
"40",5.5654597,395.86377,0.0,0.0,false,0.1,false,0.0,false,0.0
"41",5.579787,223.0273,189.809,-25.5,true,0.1,true,1.0,true,1.0
"42",5.571145,223.01607,67.30352,-25.5,true,0.1,true,1.0,true,1.0
"43",6.27925,400.00745,389.617,92.24968,true,0.1,true,1.0,true,1.0
"44",6.2676034,400.00247,202.12216,-14.859776,true,0.1,true,1.0,true,1.0
"45",3.4572258,219.4944,-85.664,-52.727127,true,0.1,true,1.0,true,1.0
"46",3.4584959,219.50081,0.0,0.0,false,0.1,false,0.0,false,0.0
"47",2.8057265,219.20511,0.0,0.0,false,0.1,false,0.0,false,0.0
"48",3.321601,219.5242,0.0,0.0,false,0.1,false,0.0,false,0.0
"49",3.321576,219.52374,0.0,0.0,false,0.1,false,0.0,false,0.0
"50",4.336582,400.99734,0.0,0.0,false,0.1,false,0.0,false,0.0
"51",4.3227115,401.02444,0.0,0.0,false,0.1,false,0.0,false,0.0
"52",3.351201,220.44829,0.0,0.0,false,0.1,false,0.0,false,0.0
"53",3.417043,220.81099,0.0,0.0,false,0.1,false,0.0,false,0.0
"54",4.366545,222.24251,0.0,0.0,false,0.1,false,0.0,false,0.0
"55",3.3463726,217.97559,0.0,0.0,false,0.1,false,0.0,false,0.0
"56",4.5153427,222.56215,0.0,0.0,false,0.1,false,0.0,false,0.0
"57",4.9776745,222.50821,-19.533,-9.316,false,0.1,true,1.0,true,1.0
"58",4.978904,222.5571,-18.683,-4.922,false,0.1,true,1.0,true,1.0
"59",11.815388,218.91164,0.0,0.0,false,0.1,false,0.0,false,0.0
"60",6.050198,219.39717,0.0,0.0,false,0.1,false,0.0,false,0.0
"61",14.230589,219.76515,0.0,0.0,false,0.1,false,0.0,false,0.0
"62",14.23318,219.75844,0.0,0.0,false,0.1,false,0.0,false,0.0
"63",12.0056505,220.00026,618.236,-31.515121,true,0.1,true,1.0,true,1.0
"64",11.886329,220.31215,419.936,-45.022,true,0.1,true,1.0,true,1.0
"65",9.711893,218.48856,-11.382,-1.7170001,false,0.1,true,1.0,true,1.0
"66",1.5641446,228.11418,0.0,0.0,false,0.1,false,0.0,false,0.0
"67",2.8328595,400.0206,528.7078,324.40997,true,0.1,true,1.0,true,1.0
"68",2.9844084,224.57182,0.0,0.0,false,0.1,false,0.0,false,0.0
"69",9.968231,219.59421,0.0,0.0,false,0.1,false,0.0,false,0.0
"70",5.422769,222.95863,0.0,0.0,false,0.1,false,0.0,false,0.0
"71",8.364181,219.12106,0.0,0.0,false,0.1,false,0.0,false,0.0
"72",8.364181,219.12106,0.0,0.0,false,0.1,false,0.0,false,0.0
"73",6.124348,223.84402,0.0,0.0,false,0.1,false,0.0,false,0.0
"74",5.171015,223.53084,0.0,0.0,false,0.1,false,0.0,false,0.0
"75",4.064496,395.88382,0.0,0.0,false,0.1,false,0.0,false,0.0
"76",4.0618806,395.8964,0.0,0.0,false,0.1,false,0.0,false,0.0
"77",7.9228635,218.9586,0.0,0.0,false,0.1,false,0.0,false,0.0
"78",4.939146,220.3218,0.0,0.0,false,0.1,false,0.0,false,0.0
"79",9.711541,220.29639,0.0,0.0,false,0.1,false,0.0,false,0.0
"80",5.0286517,222.64,0.0,0.0,false,0.1,false,0.0,false,0.0
"81",5.027752,222.64008,0.0,0.0,false,0.1,false,0.0,false,0.0
"82",12.961256,218.72354,0.0,0.0,false,0.1,false,0.0,false,0.0
"83",9.912816,220.00069,211.409,7.0340176,true,0.1,true,1.0,true,1.0
"84",9.913192,220.0,211.579,-20.032978,true,0.1,true,1.0,true,1.0
"85",7.5137606,220.0016,33.702522,39.940166,true,0.1,true,1.0,true,1.0
"86",7.515425,220.00069,33.702522,12.672234,true,0.1,true,1.0,true,1.0
"87",7.6370745,220.47142,-9.427,-13.787,false,0.1,true,1.0,true,1.0
"88",7.640604,220.469,0.0,0.0,false,0.1,false,0.0,false,0.0
"89",8.262012,218.30125,0.0,0.0,false,0.1,false,0.0,false,0.0
"90",8.345479,218.57387,0.0,0.0,false,0.1,false,0.0,false,0.0
"91",10.286665,218.40388,0.0,0.0,false,0.1,false,0.0,false,0.0
"92",3.3567963,395.81528,0.0,0.0,false,0.1,false,0.0,false,0.0
"93",10.737863,220.0577,111.50901,-4.0358543,true,0.1,true,1.0,true,1.0
"94",10.733188,220.05733,0.0,0.0,false,0.1,false,0.0,false,0.0
"95",9.35673,220.66307,101.230156,49.94526,true,0.1,true,1.0,true,1.0
"96",9.350168,220.66124,0.0,0.0,false,0.1,false,0.0,false,0.0
"97",6.279514,220.00136,80.214,42.01584,true,0.1,true,1.0,true,1.0
"98",4.6369877,396.82156,0.0,0.0,false,0.1,false,0.0,false,0.0
"99",4.6432886,396.8648,0.0,0.0,false,0.1,false,0.0,false,0.0
"100",3.8819087,397.6669,0.0,0.0,false,0.1,false,0.0,false,0.0
"101",3.8844852,397.67975,0.0,0.0,false,0.1,false,0.0,false,0.0
"102",8.20088,218.72417,0.0,0.0,false,0.1,false,0.0,false,0.0
"103",7.809553,220.01747,141.93474,-102.196,true,0.1,true,1.0,true,1.0
"104",7.813058,219.99982,108.484856,-59.153275,true,0.1,true,1.0,true,1.0
"105",3.4471953,400.01273,293.12415,215.78064,true,0.1,true,1.0,true,1.0
